"","x"
"1660","RT @SiCarswell: Coombe board to discuss giving of #Covid19 vaccine to 16 family members of staff - @jackpowerIT reporting on fallout from @…"
"1661","RT @WKYT: Despite some long lines, officials at the VA said the three-day clinic was an overwhelming success. https://t.co/7cancOGblp"
"1662","RT @oscarrickettnow: I spoke to the man whose exclusive members service is hooking the super rich up with Covid vaccines in Dubai, Abu Dhab…"
"1663","RT @HelloThando: Treasury DG Dondo Mogajane tells @aycawe that SA is considering three options to funding the  Covid-19 vaccine: 

1) Budge…"
"1664","WHO: Just 25 Covid Vaccine Doses Administered in Low-Income Countries https://t.co/bbrMCGbXs0  #bioethics"
"1665","RT @CBCAlerts: New Brunswick has 26 additional COVID-19 cases, 1 day after a pandemic high of 36 cases were diagnosed. The province's 7-day…"
"1666","RT @MailOnline: Italian aircraft firm transforms one of their planes into a massive freezer that can transport COVID vaccine doses
https://…"
"1667","she would’ve found the covid vaccine sooner i said what i said https://t.co/RKvAZynlGA"
"1668","RT @normanswan: Is the Pfizer vaccine the culprit in the elderly deaths in Norway? It's too soon to say https://t.co/D6H4QiAA7Q"
"1669","RT @KING5Seattle: Inslee to announce new COVID-19 vaccine distribution partnership in Washington https://t.co/7hcZDZ1XWQ"
"1670","""Should professional athletes jump the queue for the COVID-19 vaccine?"" Depends on who they're jumping. Me? Oh plea… https://t.co/aFaWDQUMVQ"
"1671","RT @ABC: People aged 75 and over eligible to receive a COVID-19 vaccine in France starting Monday.

Up until now, only residents of nursing…"
"1672","RT @YukonPS: Primary Care Paramedic Rachel Tredger received her first does of the COVID-19 vaccine this weekend. She feels very fortunate t…"
"1673","RT @RobertKennedyJr: California’s top epidemiologist issued a statement Sunday evening recommending a pause on the use of a huge batch of #…"
"1674","WHO Chief Warns About Inequity of Global COVID Vaccine Campaign https://t.co/2lePkMqasV"
"1675","This nurse has also bullied Black nurses and other medical professionals here on Twitter for stating facts &amp; their… https://t.co/5E0IlbLmet"
"1676","RT @JoeNBC: Operation Warp Speed leaders waited more than two months to approve a plan to distribute and administer Covid-19 vaccines propo…"
"1677","RT @rondafarahmd: I volunteered to administer the vaccine at @MHealthFairview and got it. Feeling thankful and <U+0001F4AA>. Everyone was so positive…"
"1678","RT @Quackarazzi: This Is the Best News Yet for <U+2066>@moderna_tx<U+2069>’s COVID Vaccine  https://t.co/yHsCMxW8jy"
"1679","@JonahofNinevah 
33
Obviously.
https://t.co/HsqKiOlwzV"
"1680","RT @JujuliaGrace: The government are talking about numbers of people “vaccinated”, again and again

You wouldn’t say someone has received a…"
"1681","RT @siomoCTV: I’m a bit confused about the trumpeting of the vaccine clinic at the Metro Toronto Convention Centre. A clinic opened at a re…"
"1682","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1683","RT @SFGate: Last week, CA Gov. @GavinNewsom announced that residents 65 and above were now eligible to schedule appointments to receive eit…"
"1684","RT @Senorish: Me and the boys after getting the Covid vaccine https://t.co/Vx0wQ65h2o"
"1685","RT @WIONews: Norway says there is no link between Pfizer-BioNTech's Covid-19 vaccine and post-vaccination deaths in the country.

According…"
"1686","RT @AgentP22: Scottish nationalism in 2 tweets.

One won't have a #covid vaccine if it's administered by the British Army and the other won…"
"1687","#COVID19 <U+0001F489><U+0001F534><U+0001F1E6><U+0001F1F7>#ARGENTINA “Is a Testing Ground for Moscow’s Global Vaccine Drive. First major country outside Russia… https://t.co/um9N7vYta5"
"1688","RT @Davyshanks: UPDATE: ALL care home residents in the @NHSGrampian region who were fit, able and willing to receive the COVID vaccine have…"
"1689","RT @MarkSeddon1962: Dear Lisa, has Labour added its voice to those calling on Netanyahu to end Israel's vaccine apartheid? @LisaNandy https…"
"1690","I need @kris_ily_cia, @OkSoMik, @ArmaniTremelle, @DoAsZayeSay, and @allaboutrone to all join me on a field trip bit… https://t.co/IZuq7mbIzv"
"1691","RT @AndrewWHAM: #NEW: Monroe County Department of Health says they are an expecting allocation of only 1,500 new COVID vaccine doses this w…"
"1692","RT @Hantspolfed: A Dorset Police Officer struck down with Covid-19 after a police incident has called for the Government to urgently place…"
"1693","RT @HelloThando: Treasury DG Dondo Mogajane tells @aycawe that SA is considering three options to funding the  Covid-19 vaccine: 

1) Budge…"
"1694","@jeffmcnamee Love it. I tried to mention this practice (""call down the list instead of wasting it"") in… https://t.co/GZ5ZT3RaxX"
"1695","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1696","I’m getting my first dose of the covid vaccine on Friday. Wish me luck"
"1697","RT @vanenunez__: Covid vaccine #2 <U+2705> 24 hours later just feeling some soreness at the injection site and a headache that went away with Tyle…"
"1698","RT @Davyshanks: UPDATE: ALL care home residents in the @NHSGrampian region who were fit, able and willing to receive the COVID vaccine have…"
"1699","RT @rtenews: On the protocol for any 'excess' #Covid19 vaccine doses, planners are advised to have a list of 120 healthcare workers on stan…"
"1700","RT @MichaelYeadon3: https://t.co/nHbat8RY85
One reason some people who’ve been infected yet - it is claimed - don’t show a strong immune me…"
"1701","RT @AlexBerenson: 1/ @cdcgov has released its updated batch of reported Covid vaccine side effect data, through Jan. 8, when roughly 6.6 mi…"
"1702","RT @VaccineStatusUK: 4,062,501 individuals in the UK received at least one dose of a COVID vaccine as of 18 January 2021 (Source:
@PHE_uk)…"
"1703","LIVE: DHEC providing update on COVID-19 vaccine distribution efforts:

https://t.co/5zqYOkS0pl

#scnews #coronavirus"
"1704","RT @ProgIntl: This is vaccine apartheid on a global scale.

https://t.co/ahgSVeT5CB"
"1705","Log on to Facebook.

See a post from a former pastor about him getting the COVID-19 vaccine.

Like the post.

Scrol… https://t.co/4smNhik4zE"
"1706","RT @Effiedeans: Scotland has nearly 15 times the Covid deaths as Norway, now Sturgeon's vaccine delays are killing more
https://t.co/Pfvy3I…"
"1707","RT @AlexBerenson: UPDATE: Norway is growing seriously  concerned. They now report 29 post-#Covid mRNA vaccine deaths, a rate of 1 per 1,000…"
"1708","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"1709","Karnataka’s Covid vaccine recipient dies of heart stroke: Minister https://t.co/1Znn1cj2mr"
"1710","RT @NCSC: The coronavirus vaccine is free on the NHS so health service staff will never ask for payment to get it.

If you've received a su…"
"1711","What’s more elusive right now? Clubhouse invites or COVID-19 vaccines?

I’m on Clubhouse, now I would like the vaccine please."
"1712","i hope that anti covid vaccine does not result in death and lack of votes to make the world a better place"
"1713","RT @CAILEAN_UK: @MoriartyProfJ @IreneBu62640342 I reckon Devi has blocked more Twitter users than Scots have received the Covid vaccine."
"1714","RT @KEdge23: Jeremy Corbyn attacks Boris Johnson for 'vaccine nationalism' - demands jabs GIVEN AWAY. Nothing surprises me anymore from all…"
"1715","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"1716","RT @sapiofoxxy: 'Covid' didn't get them, but the #vaccine did. Few people realise there is a reporting system to track #adverse events rela…"
"1717","The Sun still calling it a vaccine, when it appears it isn't <U+0001F447>
https://t.co/zon670DvNn https://t.co/hZrqFRKbMs"
"1718","RT @Itz_Dennyboy: Saw in a video that we shouldn't take the vaccine for covid 19. It messed up this nurse pretty bad. OMG <U+0001F631> <U+0001F631> 
Bells palsy?…"
"1719","RT @SherOnHealth: Why has @pfizer pushed Canada to the back of the line for #COVID19 vaccine and when will @JustinTrudeau fight back for Ca…"
"1720","RT @DrAmirKhanGP: People from minority ethnic backgrounds have been targeted by misinformation about the Covid vaccines 

They are safe and…"
"1721","Does Getting the Covid-19 Vaccine Stop You Spreading It? Scientists Don't Know Yet. https://t.co/9UHtg4g7m3"
"1722","RT @JoeNBC: Operation Warp Speed leaders waited more than two months to approve a plan to distribute and administer Covid-19 vaccines propo…"
"1723","RT @KING5Seattle: Inslee to announce new COVID-19 vaccine distribution partnership in Washington https://t.co/7hcZDZ1XWQ"
"1724","Frustrations with low COVID-19 vaccine supply continue to grow https://t.co/Vbg4OdH7xn"
"1725","RT @UKDefJournal: The British Army is establishing 80 new COVID-19 vaccine centres for NHS Scotland from today as part of one of the larges…"
"1726","RT @Dr_D_Robertson: The JCVI produced an entire appendix on vaccine and health inequalities.

Here it is.  It's easy to ignore.  It shouldn…"
"1727","RT @bongzmessi: I dare you to name just one good thing this New Dawn administration has achieved in its 3 years. Hell I dare you to name ju…"
"1728","@justfactsnotbs @business It seems like there’s no evidence to suggest that these deaths after getting the vaccine… https://t.co/oHJmtrwggc"
"1729","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1730","RT @CarersUK: To assist you and those you care for during this difficult time we have compiled some of the latest information about the COV…"
"1731","RT @michalrozworski: 25 vaccine doses administered across all poor countries 

39,000,000 doses administered in wealthier countries

What m…"
"1732","RT @DrAmirKhanGP: People from minority ethnic backgrounds have been targeted by misinformation about the Covid vaccines 

They are safe and…"
"1733","RT @AlexBerenson: 1/ @cdcgov has released its updated batch of reported Covid vaccine side effect data, through Jan. 8, when roughly 6.6 mi…"
"1734","RT @CBCAlerts: New Brunswick has 26 additional COVID-19 cases, 1 day after a pandemic high of 36 cases were diagnosed. The province's 7-day…"
"1735","<U+26D1> Watch the global COVID-19 vaccine rollout live on <U+0001F4CA>  https://t.co/1wWCJ2nclY #vacs_live"
"1736","RT @thenation: ""I spent most of 2020 high on adrenaline. As an infectious disease epidemiologist and someone living with HIV, pandemics str…"
"1737","I had my first Covid-19 vaccine today, I feel so privileged to be given this opportunity! <U+0001F60A><U+0001F9A0> my nurse was amazing,… https://t.co/wcZqtSlANR"
"1738","Just got my first dose of covid vaccine. <U+0001F64C>"
"1739","RT @ImmuneSuper: California halts injections of Moderna Covid vaccine batch due to ‘higher-than-usual number of adverse events’
 https://t.…"
"1740","@kennwhite Do you know that the Pfizer VAX
is also sold at Wall Mart ?

https://t.co/ATpipmAQYD

RFC - CHECK STORY  PLS"
"1741","COVID news live: UK currently has highest daily death rate per person in world - as WHO warns over global vaccine r… https://t.co/iUQfRnWLQB"
"1742","Boris Johnson reveals 4MILLION Brits have been jabbed with half of over-80s and in care homes given vaccines https://t.co/ZtK9yw4nVl"
"1743","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"1744","RT @KING5Seattle: Inslee to announce new COVID-19 vaccine distribution partnership in Washington https://t.co/7hcZDZ1XWQ"
"1745","@LidiaStrong2020 @Hoosiers1986 MLK ProLife Trump is Not
GAVI Gates owns funded them $750 Million in 1999 Trump prai… https://t.co/H0ybNNyZzg"
"1746","Dear Lisa, has Labour added its voice to those calling on Netanyahu to end Israel's vaccine apartheid? @LisaNandy… https://t.co/Fhb4KwJWMw"
"1747","RT @theblogmire: “All of these patients have had serious underlying illnesses. We can’t say that people die *from* the vaccine.""

I'm sure…"
"1748","RT @TIME: Israel is leading the world in COVID-19 vaccination. But Palestinians aren’t on the list
 https://t.co/TaHMH2wZDS"
"1749","RT @JujuliaGrace: The government are talking about numbers of people “vaccinated”, again and again

You wouldn’t say someone has received a…"
"1750","RT @NJ_Politics: N.J. expecting only 100K COVID vaccine doses in each of the next 4 weeks, top health official says https://t.co/TAb7ooVBtx…"
